Gene ID	Gene Name	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide'.p-value	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide'.log2foldchange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant'.p-value	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant'.log2foldchange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type'.p-value	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type'.log2foldchange	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide'.p-value	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide'.log2foldchange
AT3G20800		0.999602131988726	0.1	0.999905277372085	0.1	0.997910385907384	0	0.999982111190236	0
AT3G20810	JMJ30	0.999602131988726	0	0.999905277372085	-0.1	0.951855415397961	-0.1	0.999982111190236	0
AT3G20820		0.999602131988726	0.1	0.999905277372085	0	0.902631086822382	-0.1	0.999982111190236	0
AT3G20830	UCNL	0.798865337126075	0.3	0.999905277372085	0	0.500504532341608	-0.3	0.999982111190236	0
AT3G20840	PLT1	NA	0.1	0.999905277372085	0.1	0.954262420275502	-0.1	0.999982111190236	0
AT3G20850		NA	0.1	NA	0.2	NA	0	0.999982111190236	0
AT3G20860	NEK6	0.999602131988726	0	0.999905277372085	0.1	0.952373680455727	0.1	0.999982111190236	0
AT3G20865	AGP40	0.999602131988726	0.1	0.999905277372085	-0.2	0.41877868014933	-0.5	0.999982111190236	-0.1
AT3G20870	ZTP29	0.999602131988726	-0.1	0.999905277372085	0	0.889205381836341	0.1	0.999982111190236	0.1
AT3G20880	WIP4	NA	0.1	NA	0.1	NA	0	0.999982111190236	0
AT3G20885		NA	0	NA	0	NA	0	NA	0
AT3G20890		0.999602131988726	0	0.999905277372085	0.1	0.875881504946728	0.1	0.999982111190236	0
AT3G20898	SMR13	0.999602131988726	-0.1	0.999905277372085	0.3	0.800367558941175	0.2	0.999982111190236	-0.1
AT3G20900		NA	0	NA	0	NA	0	0.999982111190236	0
AT3G20910	NFYA9	0.999602131988726	0.1	0.999905277372085	-0.1	0.899234952985679	-0.1	0.999982111190236	0
AT3G20920		0.999602131988726	0.1	0.999905277372085	0.1	0.971185023761583	0	0.999982111190236	0
AT3G20930		0.999602131988726	0	0.999905277372085	-0.1	0.936875911179717	0.1	0.999982111190236	0.1
AT3G20935	CYP705A28	NA	0	0.999905277372085	-0.2	0.855454132352698	-0.2	0.999982111190236	0
AT3G20940	CYP705A30	NA	0.1	0.999905277372085	0	NA	0	NA	0
AT3G20950	CYP705A32	NA	0	NA	0	NA	0	NA	0
AT3G20960	CYP705A33	0.967387139229073	0.3	0.999905277372085	0.1	0.813292290784768	-0.2	0.999982111190236	0
AT3G20970	NIFU4	0.999602131988726	0	0.999905277372085	0	0.906574952921337	0.1	0.999982111190236	0
AT3G20978		0.953694391985428	-0.3	0.999905277372085	0	0.935637584299675	0.1	0.999982111190236	0
AT3G20980		NA	0	NA	0	NA	0	NA	0
AT3G20993	LCR56	NA	0	NA	0	NA	0	NA	0
AT3G20997	LCR55	NA	0	NA	0	NA	0	NA	0
AT3G21000		NA	0	NA	0.1	NA	0	0.999982111190236	0
AT3G21055	PSBTN	0.999602131988726	-0.1	0.999905277372085	-0.2	0.973206342330523	0	0.999982111190236	0.1
AT3G21060	RBL	0.999602131988726	-0.2	0.999905277372085	-0.2	0.983016406304402	0	0.999982111190236	0
AT3G21070	NADK1	0.677835164576215	0.3	0.999905277372085	0.2	0.936835102271376	-0.1	0.999982111190236	0
AT3G21080		0.0179592374558799	0.6	0.999905277372085	0.5	0.663502114971346	0.4	0.999982111190236	0
AT3G21090	ABCG15	0.999602131988726	0.3	0.999905277372085	0	0.413871643891773	-0.5	0.999982111190236	-0.1
AT3G21100		0.999602131988726	-0.1	0.999905277372085	0	0.946276364348281	0.1	0.999982111190236	0
AT3G21110	PUR7	0.999602131988726	-0.1	0.999905277372085	0.1	0.524089817448991	0.3	0.999982111190236	0
AT3G21120		NA	0	NA	0	NA	0	NA	0
AT3G21130		NA	0	NA	0	NA	0	NA	0
AT3G21140		0.999602131988726	0	0.999905277372085	0.2	0.721084361494494	0.2	0.999982111190236	0
AT3G21150	BBX32	0.999602131988726	0	0.999905277372085	-0.1	0.942515699941675	-0.1	0.999982111190236	0
AT3G21160	MNS2	0.999602131988726	0.1	0.999905277372085	0	0.928321713408008	0.1	0.999982111190236	0.1
AT3G21165		NA	0	NA	0	NA	0	NA	0
AT3G21170		NA	0	NA	0	NA	0	NA	0
AT3G21175	GATA24	0.646382305746665	-0.2	0.999905277372085	-0.1	0.883614466455129	0.1	0.999982111190236	0
AT3G21180	ACA9	NA	0.1	0.999905277372085	0	0.973558780957143	0	0.999982111190236	0
AT3G21190	MSR1	0.51669979634727	-0.3	0.999905277372085	0.2	0.441878840456648	0.4	0.999982111190236	-0.1
AT3G21200	GLUTRBP	0.999602131988726	-0.2	0.999905277372085	0.1	0.255748553451953	0.5	0.999982111190236	0.1
AT3G21210		0.999602131988726	-0.1	0.999905277372085	-0.1	0.786501181621497	-0.3	0.999982111190236	-0.1
AT3G21215		0.999602131988726	0	0.999905277372085	0	0.925888994015831	-0.1	0.999982111190236	0
AT3G21220	MKK5	0.999602131988726	0	0.999905277372085	0.2	0.828420138483506	0.2	0.999982111190236	0
AT3G21230	4CL4	0.999602131988726	0.1	0.999905277372085	0.5	0.899234952985679	0.1	0.999982111190236	-0.1
AT3G21240	4CL2	0.0480959354458834	0.5	0.0027114547360949	0.7	0.469031650276291	0.2	0.999982111190236	0
AT3G21250	MRP6	0.408412859000528	0.3	0.999905277372085	-0.2	0.071111135784711	-0.5	0.999982111190236	0
AT3G21260	GLTP3	0.999602131988726	0.2	0.999905277372085	-0.2	0.189512344672845	-0.5	0.999982111190236	-0.1
AT3G21270	DOF3.1	0.999602131988726	0.2	0.999905277372085	-0.1	0.710840502911558	-0.2	0.999982111190236	0.1
AT3G21280	UBP7	0.999602131988726	0	0.999905277372085	-0.1	0.853039398244762	-0.1	0.999982111190236	0
AT3G21290		0.999602131988726	-0.1	0.999905277372085	-0.1	0.992972792208246	0	0.999982111190236	0
AT3G21295		0.999602131988726	0.1	0.999905277372085	0	0.806877355976091	-0.2	0.999982111190236	0
AT3G21300		0.868379024422653	-0.4	0.999905277372085	0.1	0.180717262998003	0.6	0.999982111190236	0
AT3G21305		NA	0	NA	0	NA	0	NA	0
AT3G21310		0.999602131988726	-0.1	0.999905277372085	-0.2	0.918125016574415	0.1	0.999982111190236	0.1
AT3G21320		NA	0	NA	0	NA	-0.1	0.999982111190236	0
AT3G21330	BHLH87	0.999602131988726	0.1	0.192946323381736	0.9	0.596068659126897	0.4	0.999982111190236	-0.1
AT3G21340		0.999602131988726	0.1	0.999905277372085	0.4	0.789974220831526	0.2	0.999982111190236	0
AT3G21350	MED6	0.999602131988726	0	0.999905277372085	0	0.938084645243841	-0.1	0.999982111190236	0
AT3G21351		0.914104415046978	0.4	0.245984959632377	0.9	0.569706119386876	0.4	0.999982111190236	0
AT3G21352		NA	0.2	0.999905277372085	0.1	0.715719638290901	-0.3	0.999982111190236	0
AT3G21360		0.999602131988726	0	0.999905277372085	-0.4	0.739133139010239	-0.2	0.999982111190236	0.1
AT3G21370	BGLU19	0.411344882414831	0.6	0.999905277372085	-0.4	0.0198280450879501	-1	0.999982111190236	0
AT3G21371		NA	0	NA	0	NA	0	NA	0
AT3G21380	JAL36	0.357016989282715	0.6	0.999905277372085	-0.3	0.0324383219474047	-0.9	0.999982111190236	0
AT3G21390		0.999602131988726	0.1	0.999905277372085	-0.1	0.86139897762369	-0.2	0.999982111190236	0
AT3G21400		0.999602131988726	-0.1	0.999905277372085	0	0.974783101993517	0	0.999982111190236	-0.1
AT3G21405		NA	0	NA	0	NA	0	0.999982111190236	0
AT3G21410	FBW1	NA	0	NA	0	NA	0	0.999982111190236	0
AT3G21420		0.999602131988726	0.1	0.999905277372085	0.3	0.689276220061261	0.2	0.999982111190236	0.1
AT3G21430	ALY3	0.999602131988726	-0.1	0.999905277372085	-0.2	0.928907433570194	-0.1	0.999982111190236	0
AT3G21450		NA	0	NA	0	NA	0	NA	0
AT3G21460	GRXS10	0.999602131988726	-0.1	NA	-0.3	0.806388180811698	-0.2	0.999982111190236	0
AT3G21465		0.999602131988726	-0.2	0.999905277372085	0.1	0.499257955781784	0.4	0.999982111190236	0
AT3G21470	PCMP-E29	0.999602131988726	0	0.999905277372085	0	0.974783101993517	0.1	0.999982111190236	0
AT3G21473		NA	0	NA	0	NA	0	0.999982111190236	0
AT3G21475		NA	0	NA	0	NA	0	NA	0
AT3G21480		0.999602131988726	-0.2	0.999905277372085	0	0.860537270633143	0.1	0.999982111190236	-0.1
AT3G21490	HIPP19	NA	0	NA	-0.1	NA	0	0.999982111190236	0
AT3G21500	DXPS1	NA	0.1	NA	0.1	NA	0	NA	0
AT3G21510	AHP1	0.999602131988726	0.1	0.999905277372085	0.2	0.983213935495571	0	0.999982111190236	0
AT3G21520	DMP1	NA	0.4	0.999905277372085	0.3	NA	-0.1	0.999982111190236	0.1
AT3G21530		0.999602131988726	0.1	0.999905277372085	0.2	0.818023779415876	0.1	0.999982111190236	0
AT3G21540		0.999602131988726	-0.2	0.999905277372085	0.2	0.432183599274823	0.4	0.999982111190236	0
AT3G21550	DMP2	0.999602131988726	0	0.999905277372085	0	0.654209485036778	-0.2	0.999982111190236	-0.1
AT3G21560	UGT84A2	0.999602131988726	-0.1	0.999905277372085	0.1	0.611493880920028	0.3	0.999982111190236	0.1
AT3G21570		NA	0	NA	0	NA	0	NA	0
AT3G21580	ABCI12	0.999602131988726	-0.1	0.999905277372085	0	0.94862853789318	0.1	0.999982111190236	0
AT3G21590		NA	0	NA	0	NA	0	0.999982111190236	0
AT3G21600		0.999602131988726	0	0.999905277372085	-0.3	0.172192924822141	-0.7	0.999982111190236	-0.2
AT3G21610		0.999602131988726	0.1	0.999905277372085	0	0.736971454175531	-0.2	0.999982111190236	-0.1
AT3G21620		NA	0	0.999905277372085	0.2	NA	0.1	0.999982111190236	0
AT3G21630	CERK1	0.999602131988726	0.2	0.999905277372085	0.3	0.977341653484264	0	0.999982111190236	0
AT3G21640	FKBP42	0.999602131988726	0	0.999905277372085	0.1	0.640755230927425	0.2	0.999982111190236	0.1
AT3G21650	B'ZETA	0.999602131988726	0.1	0.999905277372085	-0.1	0.620880967525384	-0.2	0.999982111190236	0
AT3G21660		NA	0.1	0.999905277372085	-0.2	NA	0	0.999982111190236	0
AT3G21670	NPF6.4	0.999602131988726	0	0.999905277372085	-0.3	0.966205243386753	-0.1	0.999982111190236	0
AT3G21680		NA	0	0.999905277372085	0.1	NA	0.1	0.999982111190236	0
AT3G21690	DTX40	0.999602131988726	0.2	0.999905277372085	0.1	0.9401484903529	0.1	0.999982111190236	0.2
AT3G21700	SGP2	0.984664019783061	0.2	0.999905277372085	0.2	0.756077174739617	-0.2	0.999982111190236	-0.1
AT3G21710	VUP1	0.999602131988726	0.2	0.999905277372085	0.1	0.813894747153337	-0.2	0.999982111190236	0
AT3G21720	ICL	0.870345247101295	0.4	0.074795637737252	-0.9	0.294621405055476	-0.6	0.999982111190236	0.1
AT3G21730	FOLB3	NA	0.1	0.999905277372085	0	NA	0	0.999982111190236	0
AT3G21740	APO4	0.943993829844658	-0.2	0.999905277372085	-0.2	0.994953958418184	0	0.999982111190236	0
AT3G21750	UGT71B1	0.999602131988726	0	0.999905277372085	0	0.962989438584693	0.1	0.999982111190236	0
AT3G21755		0.999602131988726	0	0.999905277372085	-0.4	0.668743073461483	-0.4	0.999982111190236	0
AT3G21760	UGT71B2	NA	0	NA	0	NA	0	NA	0
AT3G21770	PER30	0.999602131988726	0	0.999905277372085	0	0.94432380733089	0.1	0.999982111190236	0
AT3G21780	UGT71B6	NA	0	NA	0	NA	0	NA	0
AT3G21781		NA	0	NA	0	NA	0	NA	0
AT3G21790	UGT71B7	0.985461057908161	0.3	0.999905277372085	0	0.847295897925147	-0.2	0.999982111190236	0
AT3G21800	UGT71B8	NA	0.1	0.999905277372085	-0.3	NA	-0.3	0.999982111190236	0
AT3G21805		NA	-0.1	0.999905277372085	-0.2	0.999835517546597	0	0.999982111190236	0
AT3G21810		0.999602131988726	-0.1	0.999905277372085	-0.1	0.957599268179124	0.1	0.999982111190236	0
AT3G21820	ATXR2	0.999602131988726	-0.1	0.999905277372085	0	0.856644252913635	0.1	0.999982111190236	0
AT3G21825		NA	0	NA	0	NA	0	NA	0
AT3G21830	ASK8	NA	0	NA	0	NA	0	NA	0
AT3G21840	ASK7	NA	0.1	NA	0.1	NA	0	NA	0
AT3G21850	ASK9	NA	-0.1	NA	0	NA	0.1	0.999982111190236	0
AT3G21860	ASK10	NA	0	NA	0	NA	0	0.999982111190236	0
AT3G21865	PEX22	0.999602131988726	0.1	0.999905277372085	0	0.925180780653925	-0.1	0.999982111190236	0
AT3G21870	CYCU1-1	0.999602131988726	0.2	0.999905277372085	0.1	0.977025345358788	-0.1	0.999982111190236	0
AT3G21880		NA	0	NA	0	NA	0	0.999982111190236	0
AT3G21890	MIP1B	0.999602131988726	-0.1	NA	-0.2	NA	-0.1	NA	0
AT3G21900	CRRSP16	NA	0	NA	0	NA	0	NA	0
AT3G21910	CRRSP17	NA	0	NA	0	NA	0	NA	0
AT3G21920		NA	0	NA	0	NA	0	NA	0
AT3G21930	CRRSP19	NA	0	NA	0	NA	0	NA	0
AT3G21940		NA	0	NA	0	NA	0	NA	0
AT3G21945		NA	0	NA	0	NA	0	NA	0
AT3G21950		0.999602131988726	-0.2	0.999905277372085	0	0.601588870432324	0.4	0.999982111190236	0
AT3G21960	CRRSP24	NA	0	NA	0	NA	0	0.999982111190236	0
AT3G21970	CRRSP26	NA	0	NA	0	NA	0	0.999982111190236	0
AT3G21980		NA	0	NA	0	NA	0	NA	0
AT3G21990	CRRSP29	NA	0	NA	0	NA	0	NA	0
AT3G22000	CRRSP30	NA	0	NA	0	NA	0	NA	0
AT3G22010	CRRSP31	NA	0	NA	0	NA	0	NA	0
AT3G22020		NA	0	NA	0	NA	0	0.999982111190236	0
AT3G22022		NA	0	NA	0	NA	0	NA	0
AT3G22030		NA	0	NA	0	NA	0	NA	0
AT3G22040	CRRSP34	NA	0	NA	0	NA	0	NA	0
AT3G22050	CRRSP35	NA	0	NA	-0.2	NA	-0.2	0.999982111190236	0
AT3G22053		NA	0	NA	0	NA	0	NA	0
AT3G22057		NA	0	NA	0	NA	0	0.999982111190236	0
AT3G22060	CRRSP38	0.985461057908161	0.3	NA	1	0.530192619689848	0.5	0.999982111190236	0
AT3G22070		NA	0	NA	0	NA	0	NA	0
AT3G22072		NA	-0.1	NA	-0.1	NA	0.1	0.999982111190236	0
AT3G22080		NA	0	NA	0	NA	0	NA	0
AT3G22085		NA	0	NA	0	NA	0	NA	0
AT3G22090		NA	-0.4	0.999905277372085	-0.1	NA	0.1	0.999982111190236	0
AT3G22100	BHLH117	NA	0	0.999905277372085	-0.4	0.63892522758982	-0.3	0.999982111190236	0
AT3G22104		0.861775512156982	0.2	0.999905277372085	-0.1	0.383760492125229	-0.3	0.999982111190236	0
AT3G22110	PAC1	0.999602131988726	-0.1	0.999905277372085	0	0.862253670343168	0.1	0.999982111190236	0
AT3G22120	CWLP	NA	0	NA	0.2	NA	-0.1	0.999982111190236	0
AT3G22121		NA	0	NA	0	NA	0	NA	0
AT3G22125		NA	0	NA	-0.1	NA	0	0.999982111190236	0
AT3G22142		NA	0	NA	0	NA	0	NA	0
AT3G22150	PCMP-E95	0.999602131988726	0	0.999905277372085	-0.2	0.983213935495571	0	0.999982111190236	0
AT3G22160	VQ22	0.835381152990341	0.4	0.012095068420633	1.1	0.736431276613253	0.3	0.999982111190236	-0.1
AT3G22170	FHY3	0.999602131988726	0	0.999905277372085	0	0.9837938979461	0	0.999982111190236	0
AT3G22180	PAT20	0.950185838465925	0.2	0.999905277372085	0	0.708990779041464	-0.2	0.999982111190236	0
AT3G22183		NA	0	NA	0	NA	0	NA	0
AT3G22190	IQD5	0.999602131988726	0	0.999905277372085	-0.1	0.97738649052405	0	0.999982111190236	0
AT3G22200	POP2	0.998192375070624	0.3	0.999905277372085	0.3	0.918764900111118	0.1	0.999982111190236	0.1
AT3G22210		0.999602131988726	-0.1	0.999905277372085	-0.2	0.908109844167854	-0.1	0.999982111190236	0
AT3G22220		0.82583474708049	-0.2	0.999905277372085	0	0.696328842393421	0.2	0.999982111190236	0
AT3G22230	RPL27B	0.658701889971693	-0.3	0.999905277372085	0.2	0.345184026076958	0.5	0.999982111190236	0
AT3G22231	PCC1	0.999602131988726	0	0.999905277372085	0.1	0.379773821113991	0.6	0.999982111190236	0.1
AT3G22235		0.999602131988726	0	0.999905277372085	0.1	0.448562230213104	0.5	0.999982111190236	0.1
AT3G22240		0.610272965620827	0.5	0.999905277372085	0.4	0.821409956873315	0.2	0.999982111190236	0.1
AT3G22250	UGT82A1	NA	0	NA	0	NA	0	NA	0
AT3G22260		0.880957105160717	0.3	0.999905277372085	0.1	0.847509412290456	-0.2	0.999982111190236	0
AT3G22270	PAT1H1	0.999602131988726	0	0.999905277372085	-0.1	0.885602642501406	-0.1	0.999982111190236	0
AT3G22275	JAZ13	NA	0.2	0.999905277372085	0.2	NA	0.2	0.999982111190236	0
AT3G22290		0.999602131988726	0.1	0.999905277372085	0	0.88190148423074	-0.1	0.999982111190236	0
AT3G22300	RPS10	0.999602131988726	-0.2	0.999905277372085	0.2	0.364943625022998	0.5	0.999982111190236	0
AT3G22310	RH9	0.949335061874678	-0.3	0.999905277372085	0.1	0.610847390089464	0.3	0.999982111190236	-0.1
AT3G22320	NRPB5A	0.999602131988726	-0.1	0.999905277372085	0	0.908792104338071	0.1	0.999982111190236	0
AT3G22330	RH53	0.999602131988726	-0.1	0.999905277372085	0.2	0.701178974570973	0.2	0.999982111190236	0
AT3G22333		NA	0	NA	0	NA	0	NA	0
AT3G22337		NA	0	NA	0	NA	0	NA	0
AT3G22345		NA	0	NA	0	NA	0	0.999982111190236	0
AT3G22350		NA	0	NA	0	NA	0	NA	0
AT3G22360	AOX1B	NA	0	NA	0	NA	0	0.999982111190236	0
AT3G22370	AOX1A	0.0900180895910724	0.7	0.999905277372085	0.3	0.62858173193238	-0.3	0.999982111190236	0.1
AT3G22380	TIC	0.999602131988726	0.1	0.999905277372085	0	0.938624000478978	-0.1	0.999982111190236	0
AT3G22400	LOX5	0.999602131988726	-0.1	0.999905277372085	0	0.9837938979461	0	0.999982111190236	0
AT3G22410		0.999602131988726	-0.2	0.999905277372085	0.2	0.558179942094181	0.4	0.999982111190236	0
AT3G22415		0.999602131988726	0	0.999905277372085	-0.2	0.852438639775605	-0.2	0.999982111190236	0
AT3G22420	WNK2	0.999602131988726	0.1	0.999905277372085	0.1	0.967942403951061	-0.1	0.999982111190236	0
AT3G22421		NA	0	NA	0	NA	0	NA	0
AT3G22425	HISN5A	0.999602131988726	0.2	0.999905277372085	0.1	0.939675700774575	0.1	0.999982111190236	0.1
AT3G22430		0.999602131988726	0	0.999905277372085	-0.1	0.893836894285413	-0.1	0.999982111190236	0
AT3G22436		NA	0	NA	0	NA	0	NA	0
AT3G22440	FRL4A	0.999602131988726	0.1	0.999905277372085	-0.1	0.401970561201777	-0.3	0.999982111190236	-0.1
AT3G22450		0.999602131988726	-0.2	0.999905277372085	0	0.891014823113774	0.2	0.999982111190236	0
AT3G22460	OASA2	0.610674911711464	0.5	0.999905277372085	0	0.444798426967366	-0.5	0.999982111190236	0
AT3G22470		0.999602131988726	-0.1	0.999905277372085	0	0.933180086008765	-0.1	0.999982111190236	-0.1
AT3G22480	PDF2	0.915286856350137	-0.2	0.999905277372085	0.1	0.482490756255223	0.3	0.999982111190236	0
AT3G22490	RAB28	0.204130857779363	0.7	0.0765865917957586	-1	NA	-0.7	0.999982111190236	0
AT3G22500	ECP31	0.374241772222037	0.5	0.000317437205390294	-1.6	0.0093096826616503	-1	0.999982111190236	0.1
AT3G22510		NA	0	NA	0	NA	0	0.999982111190236	0
AT3G22520		0.943907496591424	-0.1	0.999905277372085	0	0.835125724063928	0.1	0.999982111190236	0
AT3G22530		NA	0	NA	0	NA	0	NA	0
AT3G22540		0.999602131988726	0	0.999905277372085	0	0.998533581614521	0	0.999982111190236	0
AT3G22550	FLZ8	0.999602131988726	-0.2	0.999905277372085	-0.1	0.920247057859497	0.1	0.999982111190236	0
AT3G22560		NA	-0.2	0.999905277372085	-0.4	NA	0	0.999982111190236	0
AT3G22565		NA	0	NA	0.1	NA	0	0.999982111190236	0
AT3G22570		NA	0	NA	0	NA	0	NA	0
AT3G22580		NA	0	NA	0	NA	0	0.999982111190236	0
AT3G22590	CDC73	0.999602131988726	0	0.999905277372085	0.1	0.562691101102802	0.2	0.999982111190236	0.1
AT3G22600		0.443680063612355	0.6	0.422269259101599	0.7	0.973206342330523	-0.1	0.999982111190236	0.1
AT3G22620		NA	0.1	NA	0.3	NA	0.1	0.999982111190236	0
AT3G22630	PBD1	0.999602131988726	0	0.999905277372085	0.1	0.545841312807833	0.2	0.999982111190236	0
AT3G22640	PAP85	0.136341715657554	0.8	NA	-1.3	0.0377986890401294	-0.9	0.999982111190236	0.1
AT3G22650	ATSFL61	NA	0	NA	0	NA	0	NA	0
AT3G22660	EBP2	0.59091768669362	-0.4	0.999905277372085	0.2	0.28668933801912	0.5	0.999982111190236	0
AT3G22670		NA	0	NA	0	NA	0	NA	0
AT3G22680	RDM1	0.999602131988726	0.1	0.999905277372085	0.1	0.953900348210945	-0.1	0.999982111190236	0
AT3G22690		0.999602131988726	-0.2	0.999905277372085	0	0.847363740658526	0.2	0.999982111190236	0
AT3G22700		NA	0.1	NA	0.3	NA	-0.2	0.999982111190236	-0.1
AT3G22710		NA	0	NA	0	NA	0	NA	0
AT3G22720		NA	0	NA	0	NA	0	NA	0
AT3G22723		NA	0	NA	0	NA	0	NA	0
AT3G22730		NA	0	NA	0	NA	0	NA	0
AT3G22740	HMT3	0.999602131988726	-0.2	0.999905277372085	0.2	0.676453790232565	0.3	0.999982111190236	0
AT3G22750		0.999602131988726	0.1	0.999905277372085	0.2	0.976789617932341	0.1	0.999982111190236	0
AT3G22760	TCX3	0.777380986748506	-0.4	0.999905277372085	0.2	0.202803090908272	0.6	0.999982111190236	0
AT3G22770		NA	0	NA	0	NA	0	0.999982111190236	0
AT3G22780	TSO1	0.999602131988726	-0.2	0.999905277372085	-0.1	0.818671979330887	0.1	0.999982111190236	0
AT3G22790	NET1A	0.784356595122558	-0.3	0.999905277372085	-0.1	0.821409956873315	0.2	0.999982111190236	0
AT3G22800	LRX6	0.999602131988726	0.2	0.999905277372085	0.3	0.958163843610861	0.1	0.999982111190236	0
AT3G22810		0.999602131988726	-0.2	0.999905277372085	-0.3	0.833270963744153	-0.2	0.999982111190236	0
AT3G22820	EPFL5	0.999602131988726	0	0.999905277372085	-0.3	0.79230178783559	-0.2	0.999982111190236	0
AT3G22830	HSFA6B	0.999602131988726	0	0.999905277372085	0	0.934811691826065	-0.1	0.999982111190236	0
AT3G22840	ELIP1	0.999602131988726	-0.1	0.999905277372085	0	NA	-0.1	NA	0
AT3G22845		0.999602131988726	0	0.999905277372085	0.1	0.774219308088617	0.2	0.999982111190236	0
AT3G22850		0.999602131988726	0.2	0.999905277372085	-0.1	0.957744541769268	-0.1	0.999982111190236	0.1
AT3G22860	TIF3C2	NA	-0.1	0.999905277372085	-0.1	NA	0	0.999982111190236	0
AT3G22870		NA	0	NA	0	NA	0	0.999982111190236	0
AT3G22880	DMC1	0.811736843212397	-0.3	0.999905277372085	0	0.484762004550059	0.4	0.999982111190236	0.1
AT3G22886	MIR167A	NA	-0.2	0.999905277372085	-0.5	0.810050782375903	-0.2	0.999982111190236	0
AT3G22890	APS1	0.914104415046978	0.3	0.999905277372085	0.4	0.450265821665605	0.4	0.999982111190236	0.1
AT3G22900	NRPD7	0.98123251649165	-0.3	0.999905277372085	-0.2	0.854602080743237	0.2	0.999982111190236	0
AT3G22910	ACA13	0.999602131988726	0.1	0.999905277372085	-0.1	0.942515699941675	-0.1	0.999982111190236	0
AT3G22920	CYP26-1	NA	0	NA	0	NA	0	0.999982111190236	0
AT3G22930	CML11	0.82771931863331	0.4	0.999905277372085	0.5	0.673811360758032	0.3	0.999982111190236	0.1
AT3G22935		NA	0	NA	0	NA	0	NA	0
AT3G22940		NA	0	NA	0	NA	0	NA	0
AT3G22942	GG2	0.999602131988726	0	0.999905277372085	0.3	0.701298315059528	0.3	0.999982111190236	0
AT3G22950	ATARFC1	0.999602131988726	0	0.999905277372085	0	0.920926627962272	0.1	0.999982111190236	0.1
AT3G22960	PKP1	0.999602131988726	0	0.999905277372085	0	0.946365217446877	-0.1	0.999982111190236	-0.1
AT3G22961		0.999602131988726	0.3	0.999905277372085	-0.2	0.371515171788732	-0.5	0.999982111190236	-0.1
AT3G22970		0.999602131988726	0	0.823112652904381	-0.4	0.518962331534768	-0.4	0.999982111190236	0
AT3G22980		0.999602131988726	0.1	0.999905277372085	0.1	0.9837938979461	0	0.999982111190236	0
AT3G22990	LFR	0.999602131988726	0.1	0.999905277372085	0	0.985419425102938	0	0.999982111190236	0
AT3G23000	CIPK7	0.999602131988726	0.1	0.999905277372085	0.1	0.992974821220137	0	0.999982111190236	0
AT3G23010	AtRLP36	0.561304784199392	0.6	0.999905277372085	0.2	0.994953958418184	0	0.999982111190236	0.1
AT3G23020		0.999602131988726	-0.2	0.999905277372085	0.2	0.707559333285399	0.3	0.999982111190236	0
AT3G23030	IAA2	0.999602131988726	0.1	0.999905277372085	0.2	0.95070160749415	-0.1	0.999982111190236	0
AT3G23050	IAA7	0.999602131988726	0	0.999905277372085	0.1	0.998462282483336	0	0.999982111190236	0
AT3G23060		NA	0.1	NA	0.1	NA	-0.1	0.999982111190236	0
AT3G23070	CFM3A	0.999602131988726	-0.2	0.999905277372085	0	0.576770692135513	0.3	0.999982111190236	0.1
AT3G23080		0.999602131988726	-0.1	0.999905277372085	-0.3	0.832409017925799	-0.2	0.999982111190236	0
AT3G23090		0.999602131988726	0	0.999905277372085	0.1	0.922483531018885	0.1	0.999982111190236	0
AT3G23100	XRCC4	0.999602131988726	0	0.999905277372085	0.2	0.611936029313472	0.3	0.999982111190236	0.1
AT3G23110	AtRLP37	0.999602131988726	0.1	0.999905277372085	0.1	0.727517024335353	0.2	0.999982111190236	0.1
AT3G23120	AtRLP38	NA	0.1	0.999905277372085	0.3	0.987305966340111	0	0.999982111190236	0
AT3G23122		NA	0.2	NA	0.2	NA	0	0.999982111190236	0
AT3G23123		NA	0.1	0.999905277372085	0.2	NA	-0.1	0.999982111190236	0
AT3G23125	MIR173	NA	0	NA	0	NA	0	0.999982111190236	0
AT3G23130	SUP	NA	0	NA	0	NA	0	NA	0
AT3G23140	URO	NA	0	NA	0	NA	0	NA	0
AT3G23145		NA	0	NA	0	NA	0	0.999982111190236	0
AT3G23150	ETR2	0.999602131988726	0	0.818408906693016	0.6	0.527252314206227	0.4	0.999982111190236	0
AT3G23160		0.999602131988726	0	0.999905277372085	-0.1	0.848529643023995	-0.1	0.999982111190236	0
AT3G23165	LCR42	NA	0	NA	0	NA	0	NA	0
AT3G23167	LCR39	NA	0	NA	0	NA	0	0.999982111190236	0
AT3G23170		0.999602131988726	0	0.999905277372085	0	0.942515699941675	-0.1	0.999982111190236	0
AT3G23172		NA	0	NA	0	NA	0	NA	0
AT3G23175		0.999602131988726	0.1	0.999905277372085	0.1	0.83815668425573	0.2	0.999982111190236	0
